"Name";"Domain name";"IP Address";"NumCpu";"MemoryGB";"SSD/GB";"SAS/GB";"NLSAS/GB";"RAW/GB";"Organization";"Organisation prefix";"Services";"PowerState";"Responsible"
"bitrix_KadAgency";"bitrix-kadagency";"185.189.16.103|fe80::250:56ff:fe85:e8ec";"2";"4";;"100";;"";"АйСи";"ТДД";"";"PoweredOn";""
"atl-1c-app-06";"1c-app-gw-06.gw-ad.local";"192.168.254.172";"18";"82";;"950";;"";"Атланта";"К";"1C APP";"PoweredOn";""
"dbg_mobile_application_res";;"";"4";"4";"80";;;"";"";"";"";"PoweredOff";""
"atl-exch-dag-01";;"";"2";"2";;"200";;"";"АТЛАНТА";"К";"Exchange";"PoweredOff";"SmetaninAV"
"ask-srv-wordpress";;"";"2";"4";;;"150";"";"Аскона-Век";"АВ-ПР";"Web";"PoweredOff";"Гаврилов"
"Host_gorod-dobrograd.ru";"hotsdobrograd.gw-ad.local";"185.189.16.29|fe80::250:56ff:fe9e:37c7";"6";"8";;"250";;"";"Курорт Доброград";"АТ";"Web";"PoweredOn";""
"HostingDobrograd_dev";"hotsdobrograd.gw-ad.local";"185.189.16.34|fe80::250:56ff:fe9e:1ebb";"6";"8";;;"250";"";"Курорт Доброград";"АТ";"Web";"PoweredOn";""
"ltv-1c-mssql-01-test";"testmssql.gw-ad.local";"192.168.254.151";"8";"64";;"6350";;"";"Литвуд";"ЛН";"";"PoweredOn";""
"ltv-vm-1c-pmt-sonarqubescanner";"vm-1c-pmt-sonar";"192.168.253.6|fe80::250:56ff:feae:d544";"8";"26";;"256";;"";"Литвуд";"ЛН";"";"PoweredOn";"BylinkinyUG"
"atl-vdi-2k16-02";"atl-vdi-2k16-02.gw-ad.local";"172.19.180.212";"12";"30";"300";;;"";"АТЛАНТА";"К";"";"PoweredOn";""
"atl-1c-hasp-05";"hasp05.gw-ad.local";"192.168.254.56|fe80::4c93:d695:7f3e:fe48";"4";"2";;"200";;"";"АТЛАНТА";"К";"1C hasp";"PoweredOn";"SmetaninAV"
"host-ask-dev-bitrix-ha-01";"host-ask-ha";"185.189.16.153|fe80::250:56ff:feae:cdaa|172.19.180.106|fe80::250:56ff:feae:c956";"8";"24";;"200";;"";"ТД Аскона";"ТДА-ОПТ";"Web-HA";"PoweredOn";""
"atl-ntp-01";"atl-ntp-01";"192.168.254.2|fe80::250:56ff:feae:c992";"4";"6";;"100";;"";"АТЛАНТА";"К";"NTP";"PoweredOn";"SokolovD"
"atl-1c-hasp-01";"HASP01.gw-ad.local";"192.168.254.51";"4";"2";;"200";;"";"АТЛАНТА";"К";"1C hasp";"PoweredOn";"SmetaninAV"
"atl-1c-hasp-06";"HASP06.gw-ad.local";"192.168.254.135";"4";"2";;;"200";"";"АТЛАНТА";"К";"1C hasp";"PoweredOn";"SmetaninAV"
"atl-rds-ts-13-fidelio";"ts13-fidelio.gw-ad.local";"192.168.254.182";"12";"32";;"510";;"";"Курорт Доброград";"АТК3";"";"PoweredOn";""
"Host_hotner";"host-hotner";"185.189.16.25|fe80::250:56ff:fe9e:1f66";"2";"2";;;"100";"";"Литвуд";"ЛН";"Web";"PoweredOn";""
"atl-nfs-repo-01";"atl-nfs-repo-01";"192.168.254.167|fe80::250:56ff:feae:54e5";"6";"12";"56520";;;"56320";"АТЛАНТА";"К";"";"PoweredOn";""
"atl-backup-proxies254-01";"bproxy254.gw-ad.local";"192.168.254.61";"12";"12";;"200";;"";"АТЛАНТА";"К";"veeam";"PoweredOn";""
"Host-vse-stul";"host-vse-stul";"185.189.16.68|fe80::250:56ff:fe85:78";"4";"8";;;"19,578125";"";"Диджитал Адванс";"ДА";"Web";"PoweredOn";""
"ask-omni-lk-db01";"prod-omnilk-db01.pos.askona.ru";"192.168.10.135|fe80::250:56ff:feae:ece3";"8";"32";"500";;;"";"ТД Аскона";"ТДА-ДОМ";"";"PoweredOn";""
"atl-network-table";"network-table";"192.168.254.217|fe80::250:56ff:feae:4e81|172.19.60.17|fe80::42:1aff:fef8:b466";"2";"2";;"50";;"";"АТЛАНТА";"К";"";"PoweredOn";""
"atl-videoanalytics";;"";"20";"10";"200";"8192";;"";"";"";"";"PoweredOn";""
"42s-it-zubov";;"";"6";"16";"250";;;"";"";"";"";"PoweredOff";"Зубов"
"atl-test-win-10-up";;"";"2";"6";;"100";;"";"АТЛАНТА";"К";"";"PoweredOff";""
"atl-sokolovde-linux";"diamon-VM";"";"2";"6";"54";;;"";"Атланта";"К";"";"PoweredOff";""
"atl-it-ws-zhuravleva";"hkav0051.gw-ad.local";"";"4";"12";;;"200";"";"";"";"";"PoweredOff";"ZhuravlevaO"
"atl-test-ibase-scaner";"srvscan.gw-ad.local";"";"4";"4";;;"200";"";"АТЛАНТА";"К";"";"PoweredOff";""
"host-ask-web-05n";"host-ask-web-05n";"10.0.0.19|fe80::250:56ff:fe85:3825|172.19.180.113|fe80::250:56ff:fe85:7b7";"32";"52";"200";;;"";"ТД Аскона";"ТДА-ВЭБ";"Web-ASK";"PoweredOn";""
"atl-s3-01";"s3";"";"4";"8";"200";;;"";"АТЛАНТА";"К";"";"PoweredOff";""
"ask-asbap-bi";"vm-cognos-bi.hcaskona.com";"192.168.10.42";"8";"120";"400";;;"";"Аскона-Век";"АВ-БСП";"Cognos";"PoweredOn";""
"ask-it-ws-02";"ask-it-ws-02.gw-ad.local";"";"2";"4";;;"200";"";"Атланта";"К";"IT-WS";"PoweredOff";""
"atl-rds-ts-04-oof";"ts04.gw-ad.local";"192.168.254.104";"18";"64";;"510";;"";"АТЛАНТА";"К";"RDS";"PoweredOn";"SmetaninAV"
"atl-it-ws-martynovdm";"atl-it-martynovdm.gw-ad.local";"";"4";"16";"200";;;"";"";"";"";"PoweredOff";"Мартынов"
"atl-srv1cSoftFon";"softfon.gw-ad.local";"";"2";"4";;"100";;"";"АТЛАНТА";"К";"";"PoweredOff";""
"ask-omli-kr-01";"dev-omni-lk01.korusdev.com";"192.168.10.95|fe80::6f58:fc45:d6b1:d263";"4";"8";"200";;;"";"ТД Аскона";"ТДА-ДОМ";"";"PoweredOn";""
"ltv-1c-scan-02";"1cscan02.gw-ad.local";"192.168.254.64";"2";"3";;"100";;"";"Литвуд";"ЛН";"";"PoweredOn";""
"atl-srv-adfs-wap-01";"srv-adfs-wap-01";"192.168.254.113|fe80::74e4:98a8:e98e:a7ff|169.254.167.255";"2";"6";;"100";;"";"Атланта";"К";"ADFS";"PoweredOn";""
"atl-1c-app-dev02";"1c-app-dev02-atl.gw-ad.local";"172.19.143.32|fe80::9cb:1209:8da4:c691";"6";"28";"100";;;"";"Атланта";"К";"";"PoweredOn";""
"atl-kaspersky-sec-center";"kasperskycc.gw-ad.local";"192.168.254.215";"4";"8";;"200";;"";"АТЛАНТА";"К";"";"PoweredOn";""
"kdbg-blockchain-node";"kdbg-bc-node";"185.189.16.167|192.168.254.76";"4";"4";"200";;;"";"Курорт Доброград";"АТ";"";"PoweredOn";""
"vcsa-horizon-01";"vcsa-horizon-01.gw-ad.local";"192.168.254.99";"4";"8";"100";;;"";"АТЛАНТА";"К";"";"PoweredOn";""
"atl-infrastructure-certweb";"certweb.gw-ad.local";"192.168.254.9";"4";"4";;"100";;"";"АТЛАНТА";"К";"";"PoweredOn";""
"pkmc-blockchain-node";"pkmc-bc-node";"185.189.16.172|192.168.255.26";"4";"4";"200";;;"";"ПКМЦ";"АМС";"";"PoweredOn";""
"host_bfaskonalife";;"";"2";"4";;"19,578125";;"";"Продобро";"ПД";"Web";"PoweredOn";""
"atl-sharepoint-2016";"shareport2016.gw-ad.local";"192.168.254.91";"12";"24";"300";;;"";"АТЛАНТА";"К";"SharePoint";"PoweredOn";""
"atl-blockchain-api";"atlanta-bc-api";"172.19.60.1|192.168.254.136";"2";"2";"100";;;"";"АТЛАНТА";"К";"";"PoweredOn";""
"atl-dfs-01";"atl-dfs-01.gw-ad.local";"192.168.254.138|fe80::3808:9e91:c74:e6ba";"2";"4";"100";;;"";"Атланта";"К";"";"PoweredOn";""
"atl-ic-vdi-007";"atl-ic-vdi-007.gw-ad.local";"172.19.27.31";"2";"12";;"100";;"";"";"";"WS-VDI";"PoweredOn";"Zubashkovaya"
"atl-stor-monitoring-XoruX";"xorux";"192.168.254.25|fe80::250:56ff:feae:f6ca";"2";"6";"108";;;"";"АТЛАНТА";"К";"";"PoweredOn";""
"bitrix-42";;"";"2";"4";"50";;;"";"";"";"";"PoweredOff";""
"atl-srv-dc-03";"srv-dc-03.gw-ad.local";"192.168.254.147";"4";"10";;"100";;"";"Атланта";"К";"Schema master/Domain naming master";"PoweredOn";""
"atl-blockchain-node-oracle-01";"bc_node_oracle";"185.189.16.76|192.168.254.171";"4";"6";;"200";;"";"АТЛАНТА";"К";"Blockchain";"PoweredOn";"GalitskiyEM"
"ltv-asterisk-pmt-01";"asteriskpmt.gw-ad.local";"192.168.254.235|fe80::250:56ff:fe9e:1adf|192.168.44.14|fe80::250:56ff:fe9e:4920|185.189.16.32|fe80::250:56ff:fe9e:6e81";"4";"2";;"100";;"";"Литвуд";"ЛН";"Asterisk";"PoweredOn";""
"fmc-asterisk-pkmc-01";"asterisk-pkmc.gw-ad.local";"192.168.254.128|192.168.44.6|fe80::250:56ff:fe9e:76e3|fe80::250:56ff:fe9e:22d3|192.168.70.38|fe80::250:56ff:fe9e:144e|185.189.16.27|fe80::250:56ff:fe9e:a97";"6";"2";"450";;;"";"ПКМЦ";"АМС";"Asterisk";"PoweredOn";""
"cp-replica-a6479ab9-c51b-4843-a983-d7a1d1d0b725";;"";"2";"6";;"100";;"";"";"";"";"PoweredOff";""
"atl-WS-Win10-Gold-image";"WS-GOLD-CLONE.gw-ad.local";"";"2";"6";;"100";;"";"АТЛАНТА";"К";"";"PoweredOff";""
"host-ask-sql-infobus-02";"host-ask-sql-infobus-02";"10.0.0.28|fe80::250:56ff:fe85:72bc|172.19.180.122|fe80::250:56ff:fe85:30f";"8";"24";;"300";;"";"ТД Аскона";"ТДА-ВЭБ";"Web-ASK";"PoweredOn";""
